Season_Name,Metrics,Player_Name,Team_Name,Total_matches_played,Points,Player_type
SEASON 3, Successful Tackles,Rakesh Singh Kumar,dabang delhi,8,3,"Defender, left cover"
SEASON 3, Successful Tackles,Sandeep,patna pirates,3,3,"Defender, left corner"
SEASON 3, Successful Tackles,Nitin Tomar,bengal warriors,10,3,Raider
SEASON 3, Successful Tackles,Darshan Kadian,patna pirates,2,2,Raider
SEASON 3, Successful Tackles,Sushil Vijay Bhosle,dabang delhi,2,2,"Defender, left cover"
SEASON 3, Successful Tackles,Anil Shriram Nimbolkar,dabang delhi,6,2,Raider
SEASON 3, Successful Tackles,Rohit Baliyan,telugu titans,11,2,Raider
SEASON 3, Successful Tackles,Vijin Thangadurai,bengal warriors,4,2,"Defender, right cover"
SEASON 3, Successful Tackles,Yogesh Hooda,puneri paltan,6,2,Raider
SEASON 3, Successful Tackles,Seong Ryeol Kim,dabang delhi,8,2,Defender
SEASON 3, Successful Tackles,Gurvinder Singh,patna pirates,5,2,Raider
SEASON 3, Successful Tackles,Parmod Narwal,bengaluru bulls,4,2,All Rounder
SEASON 3, Successful Tackles,Sukesh Hegde,telugu titans,13,2,Raider
SEASON 3, Successful Tackles,D. Gopu,telugu titans,2,1,"Defender, right and left corner"
SEASON 3, Successful Tackles,Rajesh Mondal,patna pirates,9,1,Raider
SEASON 3, Successful Tackles,Raju Lal Choudhary,jaipur pink,1,1,"Defender, right corner"
SEASON 3, Successful Tackles,Bhupender Singh,u mumba,11,1,All Rounder
SEASON 3, Successful Tackles,Mahesh Goud,bengal warriors,13,1,Raider
SEASON 3, Successful Tackles,Surender Singh,puneri paltan,12,1,Raider
SEASON 3, Successful Tackles,T. Prasad,telugu titans,3,1,All Rounder
SEASON 3, Successful Tackles,G.S. Manikandan,dabang delhi,7,1,"Defender, left cover"
SEASON 3, Successful Tackles,Mohammad Maghshoudulu,jaipur pink,10,1,All Rounder
SEASON 3, Successful Tackles,Rohit Kumar Prajapat,jaipur pink,3,1,Raider
SEASON 3, Successful Tackles,Deepak Narwal,patna pirates,9,1,Raider
SEASON 3, Successful Tackles,Deepak Dhull,bengal warriors,1,1,"Defender, left cover"
SEASON 3, Successful Tackles,Selvamani K,dabang delhi,8,1,Raider
SEASON 3, Successful Tackles,Vineet Sharma,bengal warriors,4,1,Raider
SEASON 3, Successful Tackles,Gnanasekaran M,dabang delhi,8,1,"Defender, right corner"
SEASON 3, Successful Tackles,Ravinandan G.M.,dabang delhi,1,1,"Defender, left corner"
SEASON 3, Successful Tackles,Navjot Singh,dabang delhi,1,1,"Defender, right cover"
SEASON 3, Successful Tackles,Sanju,telugu titans,4,1,Raider
SEASON 3, Successful Tackles,Virender Wazir Singh,telugu titans,4,1,Raider
SEASON 3, Successful Tackles,Nirbhay Narwal,bengaluru bulls,2,1,"Defender, left corner"
SEASON 3, Successful Tackles,Hardeep Duhan,bengaluru bulls,1,1,"Defender, right corner"
SEASON 2, Successful Tackles,Sandeep Kandola,telugu titans,16,55,"Defender, left corner"
SEASON 2, Successful Tackles,Ravinder Pahal,dabang delhi,14,53,"Defender, right corner"
SEASON 2, Successful Tackles,Dharmaraj Cheralathan,bengaluru bulls,15,41,"Defender, right and left corner"
SEASON 2, Successful Tackles,Manjeet Chhillar,bengaluru bulls,16,39,All Rounder
SEASON 2, Successful Tackles,Mohit Chhillar,u mumba,14,39,"Defender, right corner"
SEASON 2, Successful Tackles,Surender Nada,u mumba,14,39,"Defender, left corner"
SEASON 2, Successful Tackles,Sandeep Narwal,patna pirates,16,34,All Rounder
SEASON 2, Successful Tackles,Ravi Kumar,puneri paltan,13,33,"Defender, right cover"
SEASON 2, Successful Tackles,Somvir Shekhar,bengaluru bulls,14,32,"Defender, right cover"
SEASON 2, Successful Tackles,Deepak Niwas Hooda,telugu titans,15,32,All Rounder
SEASON 2, Successful Tackles,Jeeva Kumar,u mumba,13,31,"Defender, right and left cover"
SEASON 2, Successful Tackles,Kuldeep Singh,jaipur pink,14,30,All Rounder
SEASON 2, Successful Tackles,Joginder Singh Narwal,bengaluru bulls,14,30,"Defender, left corner"
SEASON 2, Successful Tackles,Ran Singh,jaipur pink,14,27,All Rounder
SEASON 2, Successful Tackles,Girish Maruti Ernak,patna pirates,13,26,"Defender, left corner"
SEASON 2, Successful Tackles,D. Suresh Kumar,patna pirates,16,26,"Defender, right cover"
SEASON 2, Successful Tackles,Vishal Mane,u mumba,14,26,"Defender, right cover"
SEASON 2, Successful Tackles,Nilesh Shinde,bengal warriors,12,21,"Defender, right corner"
SEASON 2, Successful Tackles,Sachin Khambe,bengal warriors,8,20,"Defender, left corner"
SEASON 2, Successful Tackles,Amit Hooda,patna pirates,12,20,"Defender, right corner"
SEASON 2, Successful Tackles,Sunil,patna pirates,9,19,"Defender, left corner"
SEASON 2, Successful Tackles,Rakesh Singh Kumar,dabang delhi,13,17,"Defender, left cover"
SEASON 2, Successful Tackles,Rohit Rana,jaipur pink,10,16,"Defender, left cover"
SEASON 2, Successful Tackles,Rajesh Narwal,jaipur pink,14,16,All Rounder
SEASON 2, Successful Tackles,Rajaguru Subramanian,telugu titans,12,15,"Defender, right cover"
SEASON 2, Successful Tackles,Rishank Devadiga,u mumba,13,14,Raider
SEASON 2, Successful Tackles,Shyam Kumar Sah,bengal warriors,7,13,"Defender, left cover"
SEASON 2, Successful Tackles,Bajirao Hodage,bengal warriors,7,13,"Defender, right cover"
SEASON 2, Successful Tackles,Manoj Kumar,puneri paltan,14,13,"Defender, left cover"
SEASON 2, Successful Tackles,Manoj Dhull,puneri paltan,7,13,"Defender, right corner"
SEASON 2, Successful Tackles,Vijin Thangadurai,bengal warriors,7,11,"Defender, right cover"
SEASON 2, Successful Tackles,Amit Singh Chhillar,dabang delhi,6,11,"Defender, left corner"
SEASON 2, Successful Tackles,Dadaso Balaso Awad,dabang delhi,7,10,All Rounder
SEASON 2, Successful Tackles,C. Arun,jaipur pink,8,10,"Defender, left cover"
SEASON 2, Successful Tackles,Deepak Dhull,bengal warriors,8,10,"Defender, left cover"
SEASON 2, Successful Tackles,G.S. Manikandan,dabang delhi,13,9,"Defender, left cover"
SEASON 2, Successful Tackles,Vijender Singh,puneri paltan,7,9,"Defender, left corner"
SEASON 2, Successful Tackles,Fazel Atrachali,u mumba,5,9,"Defender, left corner"
SEASON 2, Successful Tackles,Meraj Sheykh,telugu titans,15,9,All Rounder
SEASON 2, Successful Tackles,Rahul Chaudhari,telugu titans,14,9,Raider
SEASON 2, Successful Tackles,Prashant Chavan,jaipur pink,11,9,"Defender, right corner"
SEASON 2, Successful Tackles,D. Gopu,telugu titans,7,9,"Defender, right and left corner"
SEASON 2, Successful Tackles,Shrikant Tewthia,dabang delhi,9,8,All Rounder
SEASON 2, Successful Tackles,Preetam Chhillar,bengaluru bulls,12,8,All Rounder
SEASON 2, Successful Tackles,Jasvir Singh,jaipur pink,13,8,Raider
SEASON 2, Successful Tackles,Bhupender Singh,u mumba,11,8,All Rounder
SEASON 2, Successful Tackles,Harvinder Singh,puneri paltan,4,7,"Defender, right cover"
SEASON 2, Successful Tackles,Hadi Oshtorak,telugu titans,4,6,All Rounder
SEASON 2, Successful Tackles,Anup Kumar,u mumba,14,6,Raider
SEASON 2, Successful Tackles,Gangadhari Mallesh,jaipur pink,10,6,Raider
SEASON 2, Successful Tackles,Mahipal Narwal,puneri paltan,9,6,All Rounder
SEASON 2, Successful Tackles,Vikas Kale,bengal warriors,8,6,"Defender, right cover"
SEASON 2, Successful Tackles,Parveen M. Jangra,bengal warriors,6,5,"Defender, left cover"
SEASON 2, Successful Tackles,Kalimuthu Balamahendran,puneri paltan,6,5,"Defender, left corner"
SEASON 2, Successful Tackles,Gurvinder Singh,patna pirates,16,5,Raider
SEASON 2, Successful Tackles,Tae Deok Eom,patna pirates,8,5,All Rounder
SEASON 2, Successful Tackles,Varinder Singh,patna pirates,8,5,"Defender, left cover"
SEASON 2, Successful Tackles,Deepak Narwal,patna pirates,16,4,Raider
SEASON 2, Successful Tackles,Rajeev Kumar,dabang delhi,3,4,"Defender, left corner"
SEASON 2, Successful Tackles,Deepak Kumar,bengal warriors,4,4,"Defender, left corner"
SEASON 2, Successful Tackles,Isac Antony,telugu titans,7,4,Raider
SEASON 2, Successful Tackles,T. Prasad,telugu titans,6,4,All Rounder
SEASON 2, Successful Tackles,Sagar Khatale,puneri paltan,4,4,"Defender, right corner"
SEASON 2, Successful Tackles,Rupesh Tomar,telugu titans,6,4,All Rounder
SEASON 2, Successful Tackles,Sunil Jaipal,bengal warriors,10,4,Raider
SEASON 2, Successful Tackles,Prashanth Kumar Rai,telugu titans,15,3,Raider
SEASON 2, Successful Tackles,Seong Ryeol Kim,bengal warriors,4,3,Defender
SEASON 2, Successful Tackles,Kashiling Adake,dabang delhi,14,3,Raider
SEASON 2, Successful Tackles,Jitesh Joshi,puneri paltan,5,3,All Rounder
SEASON 2, Successful Tackles,Rakesh Kumar,patna pirates,4,3,All Rounder
SEASON 2, Successful Tackles,Ravi Dalal,patna pirates,11,3,Raider
SEASON 2, Successful Tackles,Surender Singh,puneri paltan,2,3,Raider
SEASON 2, Successful Tackles,Rohit Kumar Choudary,dabang delhi,14,3,Raider
SEASON 2, Successful Tackles,K. Prapanjan,u mumba,4,2,Raider
SEASON 2, Successful Tackles,Anoop E.V.,u mumba,2,2,Raider
SEASON 2, Successful Tackles,Ashish Kumar,bengaluru bulls,5,2,"Defender, right cover"
SEASON 2, Successful Tackles,Aman Kumar,patna pirates,4,2,"Defender, left cover"
SEASON 2, Successful Tackles,Amit Kumar Tomar,dabang delhi,9,2,Raider
SEASON 2, Successful Tackles,Vineet Sharma,bengal warriors,8,2,Raider
SEASON 2, Successful Tackles,Nitin More,puneri paltan,3,2,"Defender, left cover"
SEASON 2, Successful Tackles,Jang Kun Lee,bengal warriors,14,2,Raider
SEASON 2, Successful Tackles,Jasmer Singh Gulia,dabang delhi,3,2,All Rounder
SEASON 2, Successful Tackles,Wazir Singh,puneri paltan,11,2,Raider
SEASON 2, Successful Tackles,Sukesh Hegde,telugu titans,13,2,Raider
SEASON 2, Successful Tackles,Sachin Shingade,telugu titans,4,2,"Defender, left cover"
SEASON 2, Successful Tackles,Samarjeet Singh,jaipur pink,5,1,All Rounder
SEASON 2, Successful Tackles,Mahendra Ganesh Rajput,bengal warriors,12,1,Raider
SEASON 2, Successful Tackles,Pradeep Kumar,u mumba,6,1,Raider
SEASON 2, Successful Tackles,Suresu Kumar,u mumba,1,1,Raider
SEASON 2, Successful Tackles,Kedar Lal,bengal warriors,9,1,Raider
SEASON 2, Successful Tackles,Shabeer Bappu,u mumba,10,1,Raider
SEASON 2, Successful Tackles,Jeeva Gopal,u mumba,2,1,"Defender, left cover"
SEASON 2, Successful Tackles,Gurpreet Singh,bengaluru bulls,2,1,"Defender, right corner"
SEASON 2, Successful Tackles,Ajay Thakur,bengaluru bulls,13,1,Raider
SEASON 2, Successful Tackles,Chandran Ranjit,telugu titans,1,1,Raider
SEASON 2, Successful Tackles,Pravin Niwale,puneri paltan,8,1,Raider
SEASON 2, Successful Tackles,Rajesh Mondal,bengaluru bulls,15,1,Raider
SEASON 2, Successful Tackles,Navneet Gautam,jaipur pink,7,1,"Defender, left corner"
SEASON 2, Successful Tackles,Jishnu,telugu titans,3,1,"Defender, right cover"
SEASON 2, Successful Tackles,Amit Kumar,puneri paltan,1,1,All Rounder
SEASON 2, Successful Tackles,Ravit Kumar,telugu titans,3,1,Raider
SEASON 2, Successful Tackles,Sanjay Kumar,puneri paltan,7,1,All Rounder
SEASON 2, Successful Tackles,Yogesh Hooda,puneri paltan,4,1,Raider
SEASON 2, Successful Tackles,Sandeep Malik,bengaluru bulls,1,1,"Defender, left corner"
SEASON 2, Successful Tackles,Ashish Chhokar,bengaluru bulls,6,1,Raider
SEASON 2, Successful Tackles,Adinath Sakharam Gavali,bengaluru bulls,1,1,"Defender, right and left cover"
SEASON 2, Successful Tackles,Hyunil Park,telugu titans,2,1,All Rounder
SEASON 1, Successful Tackles,Manjeet Chhillar,bengaluru bulls,16,51,All Rounder
SEASON 1, Successful Tackles,Surender Nada,u mumba,15,47,"Defender, left corner"
SEASON 1, Successful Tackles,Rohit Rana,jaipur pink,15,37,"Defender, left cover"
SEASON 1, Successful Tackles,Jasmer Singh Gulia,dabang delhi,14,36,All Rounder
SEASON 1, Successful Tackles,Dharmaraj Cheralathan,bengaluru bulls,16,34,"Defender, right and left corner"
SEASON 1, Successful Tackles,Mohit Chhillar,u mumba,16,30,"Defender, right corner"
SEASON 1, Successful Tackles,Ravinder Pahal,dabang delhi,9,29,"Defender, right corner"
SEASON 1, Successful Tackles,Prashant Chavan,jaipur pink,15,28,"Defender, right corner"
SEASON 1, Successful Tackles,Amit Singh Chhillar,dabang delhi,14,26,"Defender, left corner"
SEASON 1, Successful Tackles,Nilesh Shinde,bengal warriors,14,25,"Defender, right corner"
SEASON 1, Successful Tackles,Rajesh Narwal,jaipur pink,16,25,All Rounder
SEASON 1, Successful Tackles,Gurpreet Singh,bengaluru bulls,16,24,"Defender, right corner"
SEASON 1, Successful Tackles,Wasim Sajjad,patna pirates,15,24,"Defender, right corner"
SEASON 1, Successful Tackles,D. Suresh Kumar,patna pirates,12,24,"Defender, right cover"
SEASON 1, Successful Tackles,Ran Singh,jaipur pink,10,23,All Rounder
SEASON 1, Successful Tackles,Girish Maruti Ernak,patna pirates,12,22,"Defender, left corner"
SEASON 1, Successful Tackles,Sandeep Narwal,patna pirates,16,21,All Rounder
SEASON 1, Successful Tackles,Parmod Narwal,bengaluru bulls,16,20,All Rounder
SEASON 1, Successful Tackles,D. Gopu,telugu titans,15,20,"Defender, right and left corner"
SEASON 1, Successful Tackles,Sachin Khambe,bengal warriors,14,20,"Defender, left corner"
SEASON 1, Successful Tackles,Vishal Mane,u mumba,16,19,"Defender, right cover"
SEASON 1, Successful Tackles,Sachin Shingade,telugu titans,10,19,"Defender, left cover"
SEASON 1, Successful Tackles,Vijendar Singh,telugu titans,8,19,
SEASON 1, Successful Tackles,Rajaguru Subramanian,telugu titans,14,18,"Defender, right cover"
SEASON 1, Successful Tackles,Shyam Kumar Sah,bengal warriors,13,17,"Defender, left cover"
SEASON 1, Successful Tackles,Manoj Kumar,puneri paltan,14,17,"Defender, left cover"
SEASON 1, Successful Tackles,Navneet Gautam,jaipur pink,14,16,"Defender, left corner"
SEASON 1, Successful Tackles,Jeeva Kumar,u mumba,9,16,"Defender, right and left cover"
SEASON 1, Successful Tackles,Kalimuthu Balamahendran,puneri paltan,14,14,"Defender, left corner"
SEASON 1, Successful Tackles,Ram Kumar Sah,patna pirates,9,14,"Defender, left cover"
SEASON 1, Successful Tackles,Rishank Devadiga,u mumba,16,13,Raider
SEASON 1, Successful Tackles,Sunil Jaipal,bengal warriors,13,13,Raider
SEASON 1, Successful Tackles,Nitin More,puneri paltan,9,12,"Defender, left cover"
SEASON 1, Successful Tackles,Anup Kumar,u mumba,16,12,Raider
SEASON 1, Successful Tackles,Jitesh Joshi,puneri paltan,14,11,All Rounder
SEASON 1, Successful Tackles,Rakesh Kumar,patna pirates,12,11,All Rounder
SEASON 1, Successful Tackles,Samarjeet Singh,jaipur pink,12,10,All Rounder
SEASON 1, Successful Tackles,Sagar Khatale,puneri paltan,8,10,"Defender, right corner"
SEASON 1, Successful Tackles,Bajirao Hodage,bengal warriors,6,9,"Defender, right cover"
SEASON 1, Successful Tackles,Rahul Chaudhari,telugu titans,14,9,Raider
SEASON 1, Successful Tackles,Shrikant Tewthia,dabang delhi,14,8,All Rounder
SEASON 1, Successful Tackles,Kashiling Adake,dabang delhi,14,8,Raider
SEASON 1, Successful Tackles,Mahesh Goud,bengal warriors,13,8,Raider
SEASON 1, Successful Tackles,Swapnil Dilip Shinde,puneri paltan,8,8,"Defender, right cover"
SEASON 1, Successful Tackles,Preetam Chhillar,bengaluru bulls,11,7,All Rounder
SEASON 1, Successful Tackles,Mahipal Narwal,puneri paltan,5,7,All Rounder
SEASON 1, Successful Tackles,Jasvir Singh,jaipur pink,15,6,Raider
SEASON 1, Successful Tackles,Jeeva Gopal,u mumba,11,6,"Defender, left cover"
SEASON 1, Successful Tackles,Maninder Singh,jaipur pink,16,6,Raider
SEASON 1, Successful Tackles,Wazir Singh,puneri paltan,12,5,Raider
SEASON 1, Successful Tackles,Surjeet Narwal,dabang delhi,14,5,Raider
SEASON 1, Successful Tackles,Ajay Thakur,bengaluru bulls,15,5,Raider
SEASON 1, Successful Tackles,Seong Ryeol Kim,bengal warriors,3,5,Defender
SEASON 1, Successful Tackles,Dadaso Balaso Awad,dabang delhi,5,4,All Rounder
SEASON 1, Successful Tackles,Kuldeep Singh,patna pirates,3,4,"Defender, left corner"
SEASON 1, Successful Tackles,Nitin Madane,bengal warriors,12,4,Raider
SEASON 1, Successful Tackles,Rajesh Mondal,bengaluru bulls,15,4,Raider
SEASON 1, Successful Tackles,Sukesh Hegde,telugu titans,14,4,Raider
SEASON 1, Successful Tackles,Vikas Tomar,puneri paltan,8,4,"Defender, right corner"
SEASON 1, Successful Tackles,Gurchet Singh,bengaluru bulls,4,3,
SEASON 1, Successful Tackles,Rakesh Singh Kumar,dabang delhi,9,3,"Defender, left cover"
SEASON 1, Successful Tackles,Rupesh Tomar,telugu titans,5,3,All Rounder
SEASON 1, Successful Tackles,Gurvinder Singh,patna pirates,7,3,Raider
SEASON 1, Successful Tackles,Gangadhari Mallesh,jaipur pink,10,3,Raider
SEASON 1, Successful Tackles,Deepak Niwas Hooda,telugu titans,14,2,All Rounder
SEASON 1, Successful Tackles,Ehsan Zamani Fard,dabang delhi,8,2,"Defender, left corner"
SEASON 1, Successful Tackles,Simon Kibura,puneri paltan,4,2,Raider
SEASON 1, Successful Tackles,Jang Kun Lee,bengal warriors,11,2,Raider
SEASON 1, Successful Tackles,Raju Lal Choudhary,jaipur pink,5,2,"Defender, right corner"
SEASON 1, Successful Tackles,Punit Kumar Teotia,dabang delhi,4,2,Raider
SEASON 1, Successful Tackles,Parveen Kumar,bengal warriors,8,2,"Defender, right cover"
SEASON 1, Successful Tackles,Sunil Hanumanthappa,bengaluru bulls,5,2,Raider
SEASON 1, Successful Tackles,Gokul Shitole,jaipur pink,3,2,"Defender, right corner"
SEASON 1, Successful Tackles,Deepak Kumar Dahiya,bengaluru bulls,7,2,Raider
SEASON 1, Successful Tackles,Mangesh Bhagat,puneri paltan,8,1,Raider
SEASON 1, Successful Tackles,Pawan Kumar Kadian,u mumba,10,1,Raider
SEASON 1, Successful Tackles,Sunil Subhash Lande,puneri paltan,4,1,"Defender, right corner"
SEASON 1, Successful Tackles,Pravin Niwale,puneri paltan,7,1,Raider
SEASON 1, Successful Tackles,Shabeer Bappu,u mumba,10,1,Raider
SEASON 1, Successful Tackles,Farhad Kamal Gharibi,bengal warriors,2,1,"Defender, left corner"
SEASON 1, Successful Tackles,Takamitsu Kono,dabang delhi,1,1,All Rounder
SEASON 1, Successful Tackles,Tae Deok Eom,patna pirates,9,1,All Rounder
SEASON 1, Successful Tackles,Atif Waheed,telugu titans,3,1,All Rounder
SEASON 1, Successful Tackles,Wajid Ali,telugu titans,4,1,All Rounder
SEASON 1, Successful Tackles,Sinotharan Kanesharajah,bengaluru bulls,1,1,Raider
SEASON 7, Super Tackles,Vishal Bhardwaj,telugu titans,18,9,Defender
SEASON 7, Super Tackles,Sandeep Kumar Dhull,jaipur pink,20,7,"Defender, left corner"
SEASON 7, Super Tackles,Vishal,jaipur pink,14,7,All Rounder
SEASON 7, Super Tackles,Mahender Singh,bengaluru bulls,16,7,"Defender, left cover"
SEASON 7, Super Tackles,Monu,patna pirates,19,7,Raider
SEASON 7, Super Tackles,Jadhav Balasaheb Shahaji,puneri paltan,18,7,"Defender, right cover"
SEASON 7, Super Tackles,Nitesh Kumar,up yoddha,18,6,Defender
SEASON 7, Super Tackles,Hadi Oshtorak,patna pirates,19,6,All Rounder
SEASON 7, Super Tackles,Sunil Kumar,gujarat fortunegiants,18,6,Defender
SEASON 7, Super Tackles,Ravi Kumar,haryana steelers,17,5,"Defender, right cover"
SEASON 7, Super Tackles,PO Surjeet Singh,puneri paltan,19,5,"Defender, right cover"
SEASON 7, Super Tackles,Sandeep Narwal,u mumba,18,5,All Rounder
SEASON 7, Super Tackles,Baldev Singh,bengal warriors,19,5,"Defender, right corner"
SEASON 7, Super Tackles,Saurabh Nandal,bengaluru bulls,18,5,"Defender, left corner"
SEASON 7, Super Tackles,Neeraj Kumar,patna pirates,19,4,"Defender, right cover"
SEASON 7, Super Tackles,Nitin Rawal,jaipur pink,15,4,All Rounder
SEASON 7, Super Tackles,Dharmaraj Cheralathan,haryana steelers,17,4,"Defender, right and left corner"
SEASON 7, Super Tackles,Joginder Singh Narwal,dabang delhi,19,4,"Defender, left corner"
SEASON 7, Super Tackles,Amit Hooda,jaipur pink,14,3,"Defender, right corner"
